emp_no,first_name,last_name,title,from_date,salary,count
54383,Sanjay,Makrucki,Senior Engineer,1992-05-21,40000,15600
27223,Noritoshi,Delgrossi,Senior Staff,1992-05-21,65810,14736
491362,Padma,Falco,Senior Staff,1992-05-21,40000,14736
21509,Udo,Rubsam,Senior Staff,1992-05-21,70233,14736
240594,Uta,Sommen,Senior Staff,1992-05-21,60612,14736
487831,Urs,Lemarechal,Senior Engineer,1992-05-20,46922,15600
492558,Yoshimitsu,Melter,Senior Staff,1992-05-20,40000,14736
412661,Utpal,Melichar,Senior Engineer,1992-05-20,69002,15600
274269,Macha,Nitto,Senior Engineer,1992-05-20,54497,15600
210245,Alenka,Mungall,Senior Engineer,1992-05-20,59617,15600
72485,Hidefumi,Christianini,Senior Staff,1992-05-20,44347,14736
296686,Odoardo,Felder,Senior Engineer,1992-05-20,40000,15600
299012,Fun,Hofstetter,Senior Staff,1992-05-20,40000,14736
76252,Marco,Khamsi,Senior Staff,1992-05-20,53468,14736
20974,Hisao,Yavatkar,Senior Staff,1992-05-20,80291,14736
448394,Parke,Atchley,Senior Staff,1992-05-20,53463,14736
423693,Randi,Zweizig,Senior Staff,1992-05-20,40380,14736
411201,Alselm,Heuter,Staff,1992-05-19,67494,14924
482093,Ramzi,Vieri,Senior Engineer,1992-05-19,50315,15600
58593,Hatsukazu,Petersohn,Senior Engineer,1992-05-19,40000,15600
99622,Etsuo,Taneja,Senior Engineer,1992-05-18,44203,15600
93924,Lucien,Suppi,Senior Staff,1992-05-18,61374,14736
78141,Conrado,Sankaranarayanan,Staff,1992-05-18,40781,14924
270044,Maren,Falck,Senior Engineer,1992-05-18,44539,15600
437523,Nahum,Vakili,Senior Engineer,1992-05-18,42622,15600
97089,Magy,Georg,Senior Engineer,1992-05-18,59183,15600
431161,Troy,Rosin,Senior Staff,1992-05-18,40023,14736
92441,Shugo,Bennet,Senior Staff,1992-05-17,53324,14736
243192,Takushi,Zschoche,Staff,1992-05-17,53706,14924
94864,Boriana,Cronin,Senior Engineer,1992-05-17,55708,15600
104929,Radhia,Oppitz,Senior Staff,1992-05-17,40562,14736
228889,Mircea,Frolund,Senior Engineer,1992-05-17,40000,15600
75340,Sanjit,Katalagarianos,Senior Staff,1992-05-17,40000,14736
425627,Guadalupe,Sewelson,Senior Staff,1992-05-17,76843,14736
483032,Anneke,Hiroyama,Senior Engineer,1992-05-16,77430,15600
294178,Nectarios,Luga,Senior Engineer,1992-05-16,60278,15600
443325,Rasiah,Stanger,Senior Staff,1992-05-16,70192,14736
86573,Karlis,Yavatkar,Senior Staff,1992-05-16,51946,14736
106435,Collette,Christ,Senior Staff,1992-05-16,62696,14736
208740,Gonzalo,Giveon,Senior Staff,1992-05-16,43199,14736
484736,Radhakrishnan,Stamatiou,Senior Staff,1992-05-16,99120,14736
54226,Chinya,Michaeli,Senior Engineer,1992-05-16,65577,15600
233366,Sajjad,Kieras,Senior Staff,1992-05-15,53138,14736
88543,Geoff,Brodie,Senior Engineer,1992-05-15,40000,15600
477345,Aleksander,Linares,Senior Staff,1992-05-15,40000,14736
481894,Parke,Yurov,Senior Engineer,1992-05-15,53681,15600
482666,Sandeepan,Pappas,Senior Engineer,1992-05-15,40000,15600
441955,Sudhanshu,Sommer,Senior Staff,1992-05-15,91667,14736
80031,Wayne,Bach,Senior Engineer,1992-05-14,60298,15600
205244,Yonghoan,Heuter,Senior Staff,1992-05-14,40000,14736
264212,Salvador,Lagarias,Senior Engineer,1992-05-14,40000,15600
481715,Lene,Cesareni,Senior Engineer,1992-05-14,40000,15600
440389,Khalil,Grandbois,Technique Leader,1992-05-13,40000,2014
87851,Aloys,Asser,Senior Staff,1992-05-13,40000,14736
489318,Uta,Stellhorn,Senior Engineer,1992-05-13,50867,15600
203777,Tomofumi,Mayerwieser,Senior Engineer,1992-05-12,40702,15600
109465,Shaowei,Furedi,Senior Engineer,1992-05-12,49234,15600
83905,Alejandra,Savasere,Senior Staff,1992-05-12,40000,14736
230948,Emdad,Peac,Senior Engineer,1992-05-12,41420,15600
33270,Chanjung,Ebeling,Senior Staff,1992-05-12,64195,14736
213174,Muneo,Poupard,Senior Engineer,1992-05-12,45959,15600
224498,Mary,Khalil,Senior Staff,1992-05-12,89315,14736
85788,Khaled,Streng,Senior Engineer,1992-05-11,52374,15600
70860,Anestis,Akiyama,Senior Engineer,1992-05-11,40000,15600
52108,Anestis,Reinhart,Senior Engineer,1992-05-11,55719,15600
408557,Anwar,Reinhart,Senior Engineer,1992-05-11,40000,15600
490226,Kristinn,Syang,Senior Staff,1992-05-11,63930,14736
406625,Aron,Vesna,Senior Staff,1992-05-11,40000,14736
287518,Chinhyun,McConalogue,Senior Staff,1992-05-11,51177,14736
66486,Tonia,Ghelli,Senior Engineer,1992-05-11,49737,15600
453355,Valeri,Unno,Senior Staff,1992-05-11,40000,14736
91117,Shem,Constantine,Staff,1992-05-10,70568,14924
221708,Zijian,Selenyi,Senior Engineer,1992-05-10,40000,15600
229939,Leszek,Pusterhofer,Assistant Engineer,1992-05-10,65188,2037
61347,Aram,Gerteisen,Senior Engineer,1992-05-10,44796,15600
37900,Maia,Thummel,Senior Staff,1992-05-10,48991,14736
59692,Remzi,Kabayashi,Senior Staff,1992-05-10,46693,14736
271300,Gilbert,Curless,Senior Staff,1992-05-10,70448,14736
36692,Bedir,Guerreiro,Technique Leader,1992-05-10,45352,2014
407558,Ayakannu,Hammerschmidt,Senior Engineer,1992-05-10,46971,15600
70936,Morris,Whittlesey,Staff,1992-05-10,40000,14924
28322,Premal,Millington,Senior Staff,1992-05-10,51484,14736
94143,Bartek,Argence,Senior Engineer,1992-05-10,40000,15600
401201,Felicidad,Narahari,Senior Engineer,1992-05-10,55378,15600
232599,Haldon,Kropf,Senior Staff,1992-05-10,92502,14736
496451,Aleksander,Glowinski,Staff,1992-05-10,76947,14924
37100,Jaber,Waeselynck,Senior Engineer,1992-05-09,54935,15600
434807,Licheng,Karner,Senior Engineer,1992-05-09,49799,15600
459601,Baruch,Hoogerwoord,Staff,1992-05-09,81415,14924
83035,Mart,Lamparter,Technique Leader,1992-05-09,40000,2014
82460,Claude,Zhang,Senior Engineer,1992-05-09,40000,15600
411759,Prasadram,Biros,Senior Engineer,1992-05-09,40000,15600
261437,Niclas,Cairo,Senior Engineer,1992-05-09,40000,15600
478435,Constantijn,Schwabacher,Senior Staff,1992-05-09,80627,14736
410831,Xiaobin,Baer,Staff,1992-05-09,67971,14924
86405,Sreekrishna,Bale,Senior Engineer,1992-05-08,40000,15600
279808,Tooru,Dolinsky,Senior Engineer,1992-05-08,43069,15600
484153,Claudi,Pardalos,Senior Engineer,1992-05-08,40000,15600
461472,Barry,Kawashimo,Senior Staff,1992-05-08,49203,14736
243056,Hatim,Steinauer,Senior Staff,1992-05-08,57994,14736
445682,Jongsuk,Peha,Senior Staff,1992-05-08,50858,14736
201465,Etsuo,Peyn,Senior Engineer,1992-05-08,56714,15600
261615,Faiza,Nittel,Senior Staff,1992-05-08,50486,14736
292457,Josyula,Erev,Senior Engineer,1992-05-07,40000,15600
429121,Nevio,Azuma,Senior Engineer,1992-05-07,40995,15600
481327,Phillip,Kinley,Engineer,1992-05-07,48390,16111
224907,Holgard,Matzke,Senior Staff,1992-05-07,79549,14736
412550,Pramod,Schoegge,Senior Engineer,1992-05-07,50638,15600
60768,Hisao,Feinberg,Senior Engineer,1992-05-07,40213,15600
33137,Shietung,Ranon,Senior Staff,1992-05-07,49486,14736
467346,Weijing,Wissmann,Assistant Engineer,1992-05-07,62589,2037
421043,Vidya,Piveteau,Senior Engineer,1992-05-07,90600,15600
260417,Wuxu,Trachtenberg,Senior Engineer,1992-05-06,58196,15600
259663,Masaki,Casley,Senior Engineer,1992-05-06,42397,15600
17891,Isaac,Luiz,Senior Engineer,1992-05-06,44505,15600
16504,Mong,Cromarty,Senior Engineer,1992-05-06,40000,15600
250816,Kazuhide,Ambroszkiewicz,Senior Staff,1992-05-06,40344,14736
12888,Martien,Erni,Senior Staff,1992-05-06,41673,14736
16192,Leandro,Sigstam,Senior Engineer,1992-05-05,40000,15600
298365,Mabhin,Ananiadou,Senior Engineer,1992-05-05,47890,15600
283471,Irena,Kuzuoka,Senior Engineer,1992-05-05,40000,15600
97660,Mantis,Pramanik,Senior Staff,1992-05-05,42397,14736
108081,Lucien,Dulli,Senior Staff,1992-05-05,40000,14736
425438,Uma,Kleiser,Senior Engineer,1992-05-05,44960,15600
29035,Yefim,Frijda,Senior Engineer,1992-05-05,40000,15600
438105,Shen,Montemayor,Senior Engineer,1992-05-04,58106,15600
455441,Yifei,Schiper,Senior Staff,1992-05-04,80803,14736
14693,Brewster,Stranks,Senior Staff,1992-05-04,59960,14736
424660,Murthy,Ballarin,Engineer,1992-05-04,40000,16111
462748,Duke,Rosar,Senior Staff,1992-05-04,79648,14736
73220,Mokhtar,Serre,Senior Staff,1992-05-04,40000,14736
29261,Paraskevi,Kopetz,Staff,1992-05-04,51731,14924
245835,Peternela,Back,Senior Staff,1992-05-04,65441,14736
235098,Christ,Murtha,Senior Staff,1992-05-03,63959,14736
90279,Arch,Geffroy,Senior Staff,1992-05-03,61651,14736
244286,Manohar,Pettit,Senior Staff,1992-05-03,56266,14736
481202,Bedir,Boguraev,Senior Staff,1992-05-03,77107,14736
459332,Krassimir,Luan,Senior Staff,1992-05-03,63351,14736
291071,Emran,Vendrig,Senior Engineer,1992-05-03,40000,15600
437553,Zeljko,Baranowski,Senior Staff,1992-05-03,48955,14736
294339,Sreekrishna,Krohn,Senior Staff,1992-05-03,41212,14736
221308,Shounak,Kroft,Senior Engineer,1992-05-02,40000,15600
292698,Jinpo,Rabehasaina,Senior Engineer,1992-05-02,81422,15600
11459,Duke,Suomi,Senior Staff,1992-05-02,40000,14736
32871,DeForest,Rullman,Senior Staff,1992-05-02,68073,14736
203883,Mart,Staylopatis,Senior Engineer,1992-05-01,40000,15600
411990,Luigi,Renear,Senior Staff,1992-05-01,112709,14736
245580,Mohamadou,Kossowski,Senior Staff,1992-05-01,40000,14736
286771,Make,Alblas,Senior Engineer,1992-05-01,40000,15600
203137,Mats,Ebeling,Senior Staff,1992-05-01,64804,14736
271607,Augustine,Pezzoli,Senior Engineer,1992-05-01,50681,15600
201089,Felicidad,Luon,Senior Engineer,1992-05-01,48618,15600
219383,Lijie,Biron,Senior Engineer,1992-05-01,77931,15600
73352,Boutros,Fortenbacher,Senior Engineer,1992-05-01,40000,15600
493387,Zeydy,Gniady,Senior Engineer,1992-05-01,66726,15600
401160,Yinghua,Halevi,Senior Engineer,1992-05-01,60847,15600
227868,Ute,Hardjono,Senior Engineer,1992-05-01,45484,15600
492018,Tsz,Gire,Engineer,1992-04-30,44044,16111
28330,Weidon,Hagimont,Senior Staff,1992-04-30,40000,14736
18212,Constantino,Journel,Senior Staff,1992-04-30,40000,14736
248515,Duro,Swiler,Senior Staff,1992-04-30,77147,14736
11393,Junsik,Junot,Senior Engineer,1992-04-30,40000,15600
477312,Fay,Ramalingam,Senior Staff,1992-04-30,93351,14736
208775,Kiyotoshi,Underwood,Senior Engineer,1992-04-29,40000,15600
84945,DeForest,Hinsberger,Senior Staff,1992-04-29,63235,14736
443754,Mansur,Stranks,Assistant Engineer,1992-04-29,40000,2037
70287,Nimmagadda,McConalogue,Senior Staff,1992-04-29,73983,14736
263569,Barun,Gips,Senior Staff,1992-04-29,43364,14736
72077,Reuven,Juneja,Senior Staff,1992-04-29,56420,14736
224467,Gad,Miyakawa,Senior Engineer,1992-04-29,40000,15600
66191,Giordano,Slaats,Engineer,1992-04-29,40000,16111
408986,Yannik,Kilgour,Senior Engineer,1992-04-29,40000,15600
499011,Yuping,Detkin,Senior Staff,1992-04-28,40000,14736
444167,Tremaine,Malabarba,Senior Engineer,1992-04-28,52222,15600
281249,Sudharsan,Hasham,Senior Staff,1992-04-28,56007,14736
276299,Frazer,Bierman,Senior Engineer,1992-04-28,40000,15600
201983,Janche,Radhakrishnan,Senior Staff,1992-04-28,54957,14736
266990,Renny,Skrikant,Senior Staff,1992-04-28,40000,14736
484398,Qiwen,Borstler,Senior Engineer,1992-04-27,40000,15600
404299,Rimli,Peot,Senior Staff,1992-04-27,40000,14736
427457,Parke,Harllee,Staff,1992-04-27,52371,14924
469001,Mayuri,Melter,Engineer,1992-04-27,44125,16111
408488,Navin,Edelhoff,Senior Staff,1992-04-27,41913,14736
109481,Charmane,Heijenga,Senior Engineer,1992-04-27,40000,15600
447562,Fen,Dichev,Senior Staff,1992-04-27,46006,14736
246100,Barry,Weedman,Senior Engineer,1992-04-27,40000,15600
287658,Zhenbing,Weiland,Senior Engineer,1992-04-27,40000,15600
422245,Utz,Ginneken,Senior Staff,1992-04-26,51953,14736
24853,Zhongwei,McClurg,Senior Staff,1992-04-26,64042,14736
16862,JiYoung,Eppinger,Senior Engineer,1992-04-26,40000,15600
36986,Fabrizio,Lalonde,Senior Engineer,1992-04-26,60249,15600
105241,Arra,Ulupinar,Senior Engineer,1992-04-26,52992,15600
104718,Lorien,Brandsma,Senior Engineer,1992-04-26,44493,15600
271495,Lena,Falco,Senior Engineer,1992-04-25,40000,15600
435810,Fumiya,Deyuan,Senior Engineer,1992-04-25,53293,15600
282923,Constantine,Zschoche,Senior Engineer,1992-04-25,56143,15600
425882,Akemi,DasSarma,Senior Staff,1992-04-25,50268,14736
46281,Rosine,Berztiss,Technique Leader,1992-04-25,40000,2014
85807,Lalit,Majewski,Senior Staff,1992-04-24,40000,14736
443936,Moni,Piazza,Engineer,1992-04-24,57141,16111
469929,Isaac,Cardazo,Senior Staff,1992-04-24,40000,14736
253885,Bernd,Atchley,Senior Engineer,1992-04-24,41274,15600
231144,Pradeep,Simmen,Senior Staff,1992-04-24,40000,14736
436743,Armond,Kobuchi,Senior Engineer,1992-04-24,86482,15600
27540,Hein,Yeung,Senior Engineer,1992-04-24,79186,15600
250671,Aloys,Maksimenko,Senior Engineer,1992-04-24,44892,15600
413389,Hyuckchul,Randi,Senior Staff,1992-04-24,40000,14736
421205,Kensyu,Scallan,Senior Engineer,1992-04-24,52916,15600
94828,Anoosh,Dahlbom,Senior Staff,1992-04-24,40000,14736
244329,Nobuyoshi,Stentiford,Senior Engineer,1992-04-24,82706,15600
237202,Hongzhu,Hettesheimer,Senior Staff,1992-04-24,67823,14736
477523,Patricio,Kavvadias,Senior Engineer,1992-04-24,56365,15600
411962,Tooru,Murillo,Senior Staff,1992-04-24,72868,14736
489560,Soenke,Vesel,Senior Engineer,1992-04-24,40000,15600
63145,Vivian,Alblas,Engineer,1992-04-24,43870,16111
261852,Vesna,Orsini,Senior Staff,1992-04-24,48340,14736
77438,Dekang,Engberts,Senior Engineer,1992-04-23,40000,15600
459273,Genki,Oaver,Senior Engineer,1992-04-23,63918,15600
15075,Radoslaw,Rijsenbrij,Senior Engineer,1992-04-23,40000,15600
57040,Arup,Lagarias,Senior Staff,1992-04-23,79308,14736
57492,Parto,Miyakawa,Senior Staff,1992-04-23,40000,14736
281093,Anyuan,Legleitner,Senior Engineer,1992-04-23,59891,15600
476158,Bodh,Serre,Senior Engineer,1992-04-23,57570,15600
28359,Kshitij,Stellhorn,Senior Staff,1992-04-23,50744,14736
475097,Marek,Koblick,Senior Staff,1992-04-23,71013,14736
200048,Ronghao,Remmele,Senior Engineer,1992-04-23,48983,15600
270970,Jaroslava,Picaronny,Senior Engineer,1992-04-22,45000,15600
52964,Dmitri,Grandbois,Senior Engineer,1992-04-22,43515,15600
259586,Gill,Clouatre,Engineer,1992-04-22,40000,16111
286157,Claude,Rosenbaum,Senior Engineer,1992-04-22,55511,15600
469052,Shih,Zockler,Senior Engineer,1992-04-22,40000,15600
235566,Xuedong,Kleiser,Senior Staff,1992-04-22,61109,14736
39267,Valeri,Naudin,Senior Engineer,1992-04-21,40000,15600
24556,Ziva,Boyle,Senior Staff,1992-04-21,78072,14736
288389,Guther,Pietracaprina,Staff,1992-04-21,69425,14924
421839,Rosli,Bennet,Senior Staff,1992-04-21,47771,14736
255836,Pranjal,Nollmann,Technique Leader,1992-04-21,48909,2014
60263,Barun,Perng,Senior Engineer,1992-04-21,40000,15600
478131,Navid,Pettit,Senior Staff,1992-04-20,57932,14736
96609,Bowen,Kemmerer,Senior Engineer,1992-04-20,40000,15600
496023,Eirik,Borstler,Senior Engineer,1992-04-20,48491,15600
35860,Conrado,Zschoche,Senior Engineer,1992-04-20,73292,15600
299406,Margareta,Llado,Senior Staff,1992-04-20,42029,14736
497448,Karsten,Suwa,Senior Staff,1992-04-20,73036,14736
498196,Eckart,Suppi,Senior Staff,1992-04-20,69007,14736
10848,Fen,Bratsberg,Senior Engineer,1992-04-20,50475,15600
475867,Vincent,Conti,Senior Engineer,1992-04-20,57222,15600
481315,Yuichiro,Petereit,Senior Staff,1992-04-20,82299,14736
453937,Zita,Standera,Senior Staff,1992-04-19,40000,14736
241525,Yechezkel,Journel,Senior Engineer,1992-04-19,46200,15600
289554,Teruyuki,Piazza,Senior Staff,1992-04-19,40000,14736
81658,Rosine,Pearson,Senior Engineer,1992-04-19,40000,15600
298887,Chenyi,Vadhan,Senior Engineer,1992-04-19,66693,15600
25035,Ayakannu,Flasterstein,Senior Staff,1992-04-19,68043,14736
34730,Jiong,Terwilliger,Senior Staff,1992-04-19,40000,14736
28972,Jianhao,Radivojevic,Senior Staff,1992-04-19,75895,14736
21165,Mingdong,Pfau,Senior Engineer,1992-04-19,57958,15600
11347,Anneli,Jonsson,Senior Engineer,1992-04-19,41524,15600
287886,Boaz,Khalid,Senior Staff,1992-04-19,43512,14736
483315,Mariangiola,Klassen,Senior Staff,1992-04-18,40000,14736
12816,Freyja,Ramras,Senior Engineer,1992-04-18,66194,15600
498069,Adly,Jahnichen,Senior Staff,1992-04-18,45757,14736
70679,Aluzio,Hagimont,Senior Staff,1992-04-18,40000,14736
476418,Maja,Noriega,Senior Staff,1992-04-18,40000,14736
108597,Kazuhira,Einsfeld,Senior Engineer,1992-04-17,40000,15600
428809,Gererd,Leijenhorst,Senior Staff,1992-04-17,64195,14736
293325,Candido,Ullian,Senior Engineer,1992-04-17,40000,15600
54131,Rayond,Murrill,Senior Staff,1992-04-17,40000,14736
211950,Suzette,Conde,Senior Staff,1992-04-17,52745,14736
81649,Xuedong,Krohn,Senior Staff,1992-04-17,62028,14736
424080,Zvonko,Hambrick,Staff,1992-04-17,46394,14924
217173,Torsten,Krichel,Senior Staff,1992-04-17,96811,14736
273177,Shao,Eickenmeyer,Senior Engineer,1992-04-16,40000,15600
267599,Youjian,Niizuma,Senior Engineer,1992-04-16,40098,15600
208589,Sarita,Busillo,Senior Engineer,1992-04-16,60409,15600
16399,Apostol,Collette,Senior Staff,1992-04-16,59384,14736
62459,Francoise,Shobatake,Senior Engineer,1992-04-16,61041,15600
473204,Arunachalam,Masaki,Senior Engineer,1992-04-16,49156,15600
283224,Sanjiv,Berztiss,Senior Engineer,1992-04-16,50760,15600
57169,Kiam,Schiper,Senior Staff,1992-04-15,49276,14736
245258,Arra,Erol,Senior Staff,1992-04-15,60118,14736
257340,Gina,Feldmann,Senior Engineer,1992-04-15,40000,15600
214693,Garnet,Kuzuoka,Senior Engineer,1992-04-15,40000,15600
93745,Mandell,Schrooten,Senior Engineer,1992-04-15,41972,15600
267258,Magdalena,Cochrane,Staff,1992-04-15,43150,14924
298910,Toshimo,Schneeberger,Senior Engineer,1992-04-15,40351,15600
69289,Vishv,Couchot,Senior Engineer,1992-04-15,49165,15600
83573,Slavian,Thummel,Senior Engineer,1992-04-15,40000,15600
473357,Weidon,Auyong,Senior Engineer,1992-04-14,66182,15600
493012,Satyanarayana,Georgatos,Senior Staff,1992-04-14,74867,14736
246005,Marke,Hanratty,Senior Staff,1992-04-14,78790,14736
268880,Mary,Strooper,Senior Staff,1992-04-14,40000,14736
475666,Kazuhiko,Veevers,Senior Staff,1992-04-14,81764,14736
38851,Deborah,Stassinopoulos,Senior Engineer,1992-04-14,40000,15600
470391,Eishiro,Baezner,Senior Engineer,1992-04-13,49088,15600
480043,Franziska,Chiola,Senior Staff,1992-04-13,47567,14736
16479,Jixiang,Eiter,Senior Staff,1992-04-13,62446,14736
210217,Subbu,Shigei,Engineer,1992-04-13,41337,16111
92754,Yucai,Kushnir,Staff,1992-04-13,89084,14924
65493,Zeydy,Cummings,Senior Staff,1992-04-13,57217,14736
80195,Sorina,Peral,Senior Staff,1992-04-13,40000,14736
457770,Ute,Nitsch,Senior Staff,1992-04-12,48077,14736
233481,Nectarios,Talmon,Senior Engineer,1992-04-12,40000,15600
68568,Iara,Raney,Senior Staff,1992-04-12,47903,14736
70614,Nevio,Furedi,Senior Engineer,1992-04-12,41854,15600
487525,Irena,Buescher,Senior Staff,1992-04-12,73981,14736
24559,Armond,Zeleznik,Senior Engineer,1992-04-12,83718,15600
108338,Sadok,Schauser,Senior Engineer,1992-04-11,53224,15600
92555,Mabo,Erez,Engineer,1992-04-11,44873,16111
236698,Kokou,Ramaiah,Technique Leader,1992-04-11,40000,2014
100300,Paraskevi,Lieblein,Senior Engineer,1992-04-11,40000,15600
260588,Shuichi,Speel,Senior Engineer,1992-04-11,55406,15600
221127,Ziva,Morrin,Senior Engineer,1992-04-10,59951,15600
281548,Yishay,Lichtner,Senior Staff,1992-04-10,79028,14736
416326,Arumugam,Zschoche,Senior Staff,1992-04-10,40000,14736
483136,Marjo,Perko,Senior Staff,1992-04-10,91198,14736
27953,Katsuyuki,Eiter,Senior Staff,1992-04-10,58600,14736
434507,Baruch,Carrere,Senior Engineer,1992-04-10,67852,15600
237931,Caolyn,Baaz,Senior Engineer,1992-04-10,51258,15600
79748,George,Beutelspacher,Senior Engineer,1992-04-10,40000,15600
201346,Bouchung,Orlowska,Senior Engineer,1992-04-09,40000,15600
100013,Gunilla,Bernardinello,Senior Engineer,1992-04-09,81806,15600
477337,Margareta,Osgood,Senior Staff,1992-04-09,86528,14736
106222,Shim,Uludag,Senior Engineer,1992-04-09,76443,15600
218098,Shietung,Conia,Senior Staff,1992-04-09,40000,14736
249457,Gonzalo,Frezza,Senior Staff,1992-04-08,40000,14736
36944,Gou,Hinsberger,Senior Engineer,1992-04-08,55246,15600
91364,Huai,Picaronny,Senior Staff,1992-04-08,40000,14736
277495,Etsuo,Couchot,Senior Staff,1992-04-07,53779,14736
471882,Chiradeep,Velasco,Senior Engineer,1992-04-07,40000,15600
450027,Kwangho,Oxenboll,Senior Staff,1992-04-07,62304,14736
289097,Willard,Pews,Senior Engineer,1992-04-07,40000,15600
464417,Seongbin,Isaak,Senior Engineer,1992-04-07,46387,15600
405608,Wilmer,Zallocco,Senior Engineer,1992-04-07,53263,15600
254417,Yurii,Selvestrel,Senior Staff,1992-04-06,72148,14736
220641,Taegyun,Ozery,Senior Staff,1992-04-06,41724,14736
491818,Yongqiao,Besselaar,Engineer,1992-04-06,40000,16111
200998,DeForest,Simkin,Staff,1992-04-06,45738,14924
49509,Roselyn,Samarati,Engineer,1992-04-06,72255,16111
58151,Masanao,Smeets,Senior Engineer,1992-04-05,40470,15600
430737,Jeane,Kadhim,Senior Staff,1992-04-05,71332,14736
451497,Jayson,Haraldson,Senior Staff,1992-04-05,51236,14736
208456,Stabislas,Herbst,Senior Staff,1992-04-05,40000,14736
443018,Yifei,Pews,Engineer,1992-04-05,70262,16111
289350,Xudong,Kabayashi,Senior Staff,1992-04-04,60111,14736
79866,Surveyors,Imataki,Engineer,1992-04-04,40000,16111
76234,Takahito,Lovengreen,Senior Engineer,1992-04-04,40000,15600
224070,Chrisa,Krzyzanowski,Senior Staff,1992-04-04,57261,14736
49827,Kazuhide,Barinka,Senior Engineer,1992-04-04,42509,15600
98338,Guenter,Taneja,Senior Engineer,1992-04-04,40000,15600
485467,Rayond,Peac,Senior Engineer,1992-04-04,47718,15600
498849,Candida,Jervis,Senior Staff,1992-04-04,40000,14736
290089,Alain,Highland,Staff,1992-04-03,61383,14924
415769,Nevin,Brandsma,Senior Engineer,1992-04-03,40000,15600
58335,Chenye,Brodie,Senior Staff,1992-04-03,41779,14736
296662,Kagan,Kavraki,Senior Engineer,1992-04-03,44516,15600
404902,Bader,Mapelli,Senior Engineer,1992-04-03,48402,15600
68690,Elgin,Juneja,Senior Engineer,1992-04-03,41653,15600
251182,Goh,Dulli,Senior Staff,1992-04-03,82238,14736
496121,Malu,Jayawardene,Senior Staff,1992-04-03,55664,14736
77758,Manohar,Pelz,Senior Engineer,1992-04-03,40000,15600
446147,Krassimir,Karunanithi,Senior Staff,1992-04-03,40000,14736
263235,Elgin,Doering,Senior Engineer,1992-04-03,41399,15600
298313,Hitofumi,Peris,Senior Engineer,1992-04-03,46958,15600
222358,Vishv,Pramanik,Senior Staff,1992-04-03,82959,14736
466742,Shridhar,Dalton,Senior Staff,1992-04-03,66488,14736
407710,Yuqun,Luiz,Senior Staff,1992-04-02,40000,14736
488545,Shigeo,Condotta,Senior Engineer,1992-04-02,40000,15600
289281,Basant,Mondadori,Senior Engineer,1992-04-02,49268,15600
40232,Junsik,Chorvat,Senior Engineer,1992-04-01,45781,15600
58973,Marke,Decleir,Senior Engineer,1992-04-01,46298,15600
210902,Kristian,Quadeer,Senior Staff,1992-04-01,45385,14736
460918,Noritoshi,McClure,Senior Engineer,1992-04-01,40000,15600
43963,Sanjeeva,Covnot,Senior Engineer,1992-04-01,58732,15600
425473,Giao,Cappelli,Senior Staff,1992-04-01,62656,14736
240818,Apostol,Shokrollahi,Senior Staff,1992-04-01,40000,14736
463075,Eben,Kisuki,Engineer,1992-04-01,50071,16111
274017,Mona,Fortenbacher,Senior Staff,1992-04-01,56347,14736
65236,Valeri,Jiafu,Engineer,1992-04-01,40000,16111
461566,Tamiya,Sessa,Senior Engineer,1992-04-01,40000,15600
227488,Takahito,Jarecki,Senior Staff,1992-03-31,47172,14736
475652,Clyde,Zuberek,Senior Engineer,1992-03-31,40000,15600
19386,Leandro,Peltason,Senior Staff,1992-03-31,71095,14736
94950,Duke,Hofman,Senior Staff,1992-03-31,40000,14736
484934,Magy,Aamodt,Senior Engineer,1992-03-31,40000,15600
48129,Froduald,Standera,Senior Engineer,1992-03-31,40000,15600
473916,Leaf,Uludag,Senior Staff,1992-03-30,66715,14736
71255,Mrinalini,Halloran,Senior Engineer,1992-03-30,40000,15600
444075,Giri,Rijckaert,Staff,1992-03-30,53641,14924
217643,Guangming,Oxman,Senior Staff,1992-03-30,55919,14736
225630,Jiann,Levasseur,Senior Staff,1992-03-30,40000,14736
496594,Tadahiro,Sundgren,Technique Leader,1992-03-30,57439,2014
91373,Shigenori,Cusworth,Senior Staff,1992-03-29,87007,14736
475284,Dzung,Roohalamini,Senior Engineer,1992-03-29,67997,15600
94200,Mahendra,Michaeli,Senior Staff,1992-03-29,56983,14736
225720,Morris,Ramaiah,Senior Engineer,1992-03-29,40000,15600
432315,Marko,Rosis,Senior Engineer,1992-03-29,40000,15600
14290,Miyeon,Olivero,Senior Engineer,1992-03-29,78736,15600
20621,Arumugam,Navazio,Senior Staff,1992-03-29,66479,14736
48694,Cedric,Buchter,Senior Staff,1992-03-29,40000,14736
235665,Geraldo,Lukaszewicz,Senior Staff,1992-03-28,41033,14736
448846,Abdulla,Lipner,Senior Staff,1992-03-28,74508,14736
244994,Mingsen,Lambe,Senior Staff,1992-03-28,45369,14736
42243,Jaana,Fendler,Senior Engineer,1992-03-28,69787,15600
13202,Aram,Scharstein,Senior Staff,1992-03-28,51915,14736
451404,Kwangjo,Koyama,Senior Engineer,1992-03-28,40000,15600
407768,Chinya,Lortz,Senior Staff,1992-03-28,40000,14736
29829,Pranjal,Pepe,Senior Engineer,1992-03-28,44008,15600
433631,Bodh,Luff,Senior Staff,1992-03-28,89623,14736
461962,Shugo,Raoux,Senior Engineer,1992-03-28,40000,15600
